公历日期,公历年,公历月,公历日,上中下旬,周数,星期,农历年,农历月,农历日,是否闰月,生肖,干支年,干支月,干支日,节气,是否节假日,是否工作日,节日名称
2025-09-01,2025,9,1,上旬,36,周一,2025,7,10,否,蛇,乙巳,甲申,癸酉,,否,是,
2025-09-02,2025,9,2,上旬,36,周二,2025,7,11,否,蛇,乙巳,甲申,甲戌,,否,是,
2025-09-03,2025,9,3,上旬,36,周三,2025,7,12,否,蛇,乙巳,甲申,乙亥,,否,是,
2025-09-04,2025,9,4,上旬,36,周四,2025,7,13,否,蛇,乙巳,甲申,丙子,,否,是,
2025-09-05,2025,9,5,上旬,36,周五,2025,7,14,否,蛇,乙巳,甲申,丁丑,,否,是,
2025-09-06,2025,9,6,上旬,36,周六,2025,7,15,否,蛇,乙巳,甲申,戊寅,,是,否,
2025-09-07,2025,9,7,上旬,36,周日,2025,7,16,否,蛇,乙巳,乙酉,己卯,白露,是,否,
2025-09-08,2025,9,8,上旬,37,周一,2025,7,17,否,蛇,乙巳,乙酉,庚辰,,否,是,
2025-09-09,2025,9,9,上旬,37,周二,2025,7,18,否,蛇,乙巳,乙酉,辛巳,,否,是,
2025-09-10,2025,9,10,上旬,37,周三,2025,7,19,否,蛇,乙巳,乙酉,壬午,,否,是,
2025-09-11,2025,9,11,中旬,37,周四,2025,7,20,否,蛇,乙巳,乙酉,癸未,,否,是,
2025-09-12,2025,9,12,中旬,37,周五,2025,7,21,否,蛇,乙巳,乙酉,甲申,,否,是,
2025-09-13,2025,9,13,中旬,37,周六,2025,7,22,否,蛇,乙巳,乙酉,乙酉,,是,否,
2025-09-14,2025,9,14,中旬,37,周日,2025,7,23,否,蛇,乙巳,乙酉,丙戌,,是,否,
2025-09-15,2025,9,15,中旬,38,周一,2025,7,24,否,蛇,乙巳,乙酉,丁亥,,否,是,
2025-09-16,2025,9,16,中旬,38,周二,2025,7,25,否,蛇,乙巳,乙酉,戊子,,否,是,
2025-09-17,2025,9,17,中旬,38,周三,2025,7,26,否,蛇,乙巳,乙酉,己丑,,否,是,
2025-09-18,2025,9,18,中旬,38,周四,2025,7,27,否,蛇,乙巳,乙酉,庚寅,,否,是,
2025-09-19,2025,9,19,中旬,38,周五,2025,7,28,否,蛇,乙巳,乙酉,辛卯,,否,是,
2025-09-20,2025,9,20,中旬,38,周六,2025,7,29,否,蛇,乙巳,乙酉,壬辰,,是,否,
2025-09-21,2025,9,21,下旬,38,周日,2025,7,30,否,蛇,乙巳,乙酉,癸巳,,是,否,
2025-09-22,2025,9,22,下旬,39,周一,2025,8,1,否,蛇,乙巳,乙酉,甲午,,否,是,
2025-09-23,2025,9,23,下旬,39,周二,2025,8,2,否,蛇,乙巳,乙酉,乙未,秋分,否,是,
2025-09-24,2025,9,24,下旬,39,周三,2025,8,3,否,蛇,乙巳,乙酉,丙申,,否,是,
2025-09-25,2025,9,25,下旬,39,周四,2025,8,4,否,蛇,乙巳,乙酉,丁酉,,否,是,
2025-09-26,2025,9,26,下旬,39,周五,2025,8,5,否,蛇,乙巳,乙酉,戊戌,,否,是,
2025-09-27,2025,9,27,下旬,39,周六,2025,8,6,否,蛇,乙巳,乙酉,己亥,,是,否,
2025-09-28,2025,9,28,下旬,39,周日,2025,8,7,否,蛇,乙巳,乙酉,庚子,,否,是,
2025-09-29,2025,9,29,下旬,40,周一,2025,8,8,否,蛇,乙巳,乙酉,辛丑,,否,是,
2025-09-30,2025,9,30,下旬,40,周二,2025,8,9,否,蛇,乙巳,乙酉,壬寅,,否,是,
2025-10-01,2025,10,1,上旬,40,周三,2025,8,10,否,蛇,乙巳,乙酉,癸卯,,是,否,National Day
2025-10-02,2025,10,2,上旬,40,周四,2025,8,11,否,蛇,乙巳,乙酉,甲辰,,是,否,National Day
2025-10-03,2025,10,3,上旬,40,周五,2025,8,12,否,蛇,乙巳,乙酉,乙巳,,是,否,National Day
2025-10-04,2025,10,4,上旬,40,周六,2025,8,13,否,蛇,乙巳,乙酉,丙午,,是,否,National Day
2025-10-05,2025,10,5,上旬,40,周日,2025,8,14,否,蛇,乙巳,乙酉,丁未,,是,否,National Day
2025-10-06,2025,10,6,上旬,41,周一,2025,8,15,否,蛇,乙巳,乙酉,戊申,,是,否,Mid-autumn Festival
2025-10-07,2025,10,7,上旬,41,周二,2025,8,16,否,蛇,乙巳,乙酉,己酉,,是,否,National Day
2025-10-08,2025,10,8,上旬,41,周三,2025,8,17,否,蛇,乙巳,丙戌,庚戌,寒露,是,否,National Day
2025-10-09,2025,10,9,上旬,41,周四,2025,8,18,否,蛇,乙巳,丙戌,辛亥,,否,是,
2025-10-10,2025,10,10,上旬,41,周五,2025,8,19,否,蛇,乙巳,丙戌,壬子,,否,是,
2025-10-11,2025,10,11,中旬,41,周六,2025,8,20,否,蛇,乙巳,丙戌,癸丑,,否,是,
2025-10-12,2025,10,12,中旬,41,周日,2025,8,21,否,蛇,乙巳,丙戌,甲寅,,是,否,
2025-10-13,2025,10,13,中旬,42,周一,2025,8,22,否,蛇,乙巳,丙戌,乙卯,,否,是,
2025-10-14,2025,10,14,中旬,42,周二,2025,8,23,否,蛇,乙巳,丙戌,丙辰,,否,是,
2025-10-15,2025,10,15,中旬,42,周三,2025,8,24,否,蛇,乙巳,丙戌,丁巳,,否,是,
2025-10-16,2025,10,16,中旬,42,周四,2025,8,25,否,蛇,乙巳,丙戌,戊午,,否,是,
2025-10-17,2025,10,17,中旬,42,周五,2025,8,26,否,蛇,乙巳,丙戌,己未,,否,是,
2025-10-18,2025,10,18,中旬,42,周六,2025,8,27,否,蛇,乙巳,丙戌,庚申,,是,否,
2025-10-19,2025,10,19,中旬,42,周日,2025,8,28,否,蛇,乙巳,丙戌,辛酉,,是,否,
2025-10-20,2025,10,20,中旬,43,周一,2025,8,29,否,蛇,乙巳,丙戌,壬戌,,否,是,
2025-10-21,2025,10,21,下旬,43,周二,2025,9,1,否,蛇,乙巳,丙戌,癸亥,,否,是,
2025-10-22,2025,10,22,下旬,43,周三,2025,9,2,否,蛇,乙巳,丙戌,甲子,,否,是,
2025-10-23,2025,10,23,下旬,43,周四,2025,9,3,否,蛇,乙巳,丙戌,乙丑,霜降,否,是,
2025-10-24,2025,10,24,下旬,43,周五,2025,9,4,否,蛇,乙巳,丙戌,丙寅,,否,是,
2025-10-25,2025,10,25,下旬,43,周六,2025,9,5,否,蛇,乙巳,丙戌,丁卯,,是,否,
2025-10-26,2025,10,26,下旬,43,周日,2025,9,6,否,蛇,乙巳,丙戌,戊辰,,是,否,
2025-10-27,2025,10,27,下旬,44,周一,2025,9,7,否,蛇,乙巳,丙戌,己巳,,否,是,
2025-10-28,2025,10,28,下旬,44,周二,2025,9,8,否,蛇,乙巳,丙戌,庚午,,否,是,
2025-10-29,2025,10,29,下旬,44,周三,2025,9,9,否,蛇,乙巳,丙戌,辛未,,否,是,
2025-10-30,2025,10,30,下旬,44,周四,2025,9,10,否,蛇,乙巳,丙戌,壬申,,否,是,
2025-10-31,2025,10,31,下旬,44,周五,2025,9,11,否,蛇,乙巳,丙戌,癸酉,,否,是,
2025-11-01,2025,11,1,上旬,44,周六,2025,9,12,否,蛇,乙巳,丙戌,甲戌,,是,否,
2025-11-02,2025,11,2,上旬,44,周日,2025,9,13,否,蛇,乙巳,丙戌,乙亥,,是,否,
2025-11-03,2025,11,3,上旬,45,周一,2025,9,14,否,蛇,乙巳,丙戌,丙子,,否,是,
2025-11-04,2025,11,4,上旬,45,周二,2025,9,15,否,蛇,乙巳,丙戌,丁丑,,否,是,
2025-11-05,2025,11,5,上旬,45,周三,2025,9,16,否,蛇,乙巳,丙戌,戊寅,,否,是,
2025-11-06,2025,11,6,上旬,45,周四,2025,9,17,否,蛇,乙巳,丙戌,己卯,,否,是,
2025-11-07,2025,11,7,上旬,45,周五,2025,9,18,否,蛇,乙巳,丁亥,庚辰,立冬,否,是,
2025-11-08,2025,11,8,上旬,45,周六,2025,9,19,否,蛇,乙巳,丁亥,辛巳,,是,否,
2025-11-09,2025,11,9,上旬,45,周日,2025,9,20,否,蛇,乙巳,丁亥,壬午,,是,否,
2025-11-10,2025,11,10,上旬,46,周一,2025,9,21,否,蛇,乙巳,丁亥,癸未,,否,是,
2025-11-11,2025,11,11,中旬,46,周二,2025,9,22,否,蛇,乙巳,丁亥,甲申,,否,是,
2025-11-12,2025,11,12,中旬,46,周三,2025,9,23,否,蛇,乙巳,丁亥,乙酉,,否,是,
2025-11-13,2025,11,13,中旬,46,周四,2025,9,24,否,蛇,乙巳,丁亥,丙戌,,否,是,
2025-11-14,2025,11,14,中旬,46,周五,2025,9,25,否,蛇,乙巳,丁亥,丁亥,,否,是,
2025-11-15,2025,11,15,中旬,46,周六,2025,9,26,否,蛇,乙巳,丁亥,戊子,,是,否,
2025-11-16,2025,11,16,中旬,46,周日,2025,9,27,否,蛇,乙巳,丁亥,己丑,,是,否,
2025-11-17,2025,11,17,中旬,47,周一,2025,9,28,否,蛇,乙巳,丁亥,庚寅,,否,是,
2025-11-18,2025,11,18,中旬,47,周二,2025,9,29,否,蛇,乙巳,丁亥,辛卯,,否,是,
2025-11-19,2025,11,19,中旬,47,周三,2025,9,30,否,蛇,乙巳,丁亥,壬辰,,否,是,
2025-11-20,2025,11,20,中旬,47,周四,2025,10,1,否,蛇,乙巳,丁亥,癸巳,,否,是,
2025-11-21,2025,11,21,下旬,47,周五,2025,10,2,否,蛇,乙巳,丁亥,甲午,,否,是,
2025-11-22,2025,11,22,下旬,47,周六,2025,10,3,否,蛇,乙巳,丁亥,乙未,小雪,是,否,
2025-11-23,2025,11,23,下旬,47,周日,2025,10,4,否,蛇,乙巳,丁亥,丙申,,是,否,
2025-11-24,2025,11,24,下旬,48,周一,2025,10,5,否,蛇,乙巳,丁亥,丁酉,,否,是,
2025-11-25,2025,11,25,下旬,48,周二,2025,10,6,否,蛇,乙巳,丁亥,戊戌,,否,是,
2025-11-26,2025,11,26,下旬,48,周三,2025,10,7,否,蛇,乙巳,丁亥,己亥,,否,是,
2025-11-27,2025,11,27,下旬,48,周四,2025,10,8,否,蛇,乙巳,丁亥,庚子,,否,是,
2025-11-28,2025,11,28,下旬,48,周五,2025,10,9,否,蛇,乙巳,丁亥,辛丑,,否,是,
2025-11-29,2025,11,29,下旬,48,周六,2025,10,10,否,蛇,乙巳,丁亥,壬寅,,是,否,
2025-11-30,2025,11,30,下旬,48,周日,2025,10,11,否,蛇,乙巳,丁亥,癸卯,,是,否,
2025-12-01,2025,12,1,上旬,49,周一,2025,10,12,否,蛇,乙巳,丁亥,甲辰,,否,是,
2025-12-02,2025,12,2,上旬,49,周二,2025,10,13,否,蛇,乙巳,丁亥,乙巳,,否,是,
2025-12-03,2025,12,3,上旬,49,周三,2025,10,14,否,蛇,乙巳,丁亥,丙午,,否,是,
2025-12-04,2025,12,4,上旬,49,周四,2025,10,15,否,蛇,乙巳,丁亥,丁未,,否,是,
2025-12-05,2025,12,5,上旬,49,周五,2025,10,16,否,蛇,乙巳,丁亥,戊申,,否,是,
2025-12-06,2025,12,6,上旬,49,周六,2025,10,17,否,蛇,乙巳,丁亥,己酉,,是,否,
2025-12-07,2025,12,7,上旬,49,周日,2025,10,18,否,蛇,乙巳,戊子,庚戌,大雪,是,否,
2025-12-08,2025,12,8,上旬,50,周一,2025,10,19,否,蛇,乙巳,戊子,辛亥,,否,是,
2025-12-09,2025,12,9,上旬,50,周二,2025,10,20,否,蛇,乙巳,戊子,壬子,,否,是,
2025-12-10,2025,12,10,上旬,50,周三,2025,10,21,否,蛇,乙巳,戊子,癸丑,,否,是,
2025-12-11,2025,12,11,中旬,50,周四,2025,10,22,否,蛇,乙巳,戊子,甲寅,,否,是,
2025-12-12,2025,12,12,中旬,50,周五,2025,10,23,否,蛇,乙巳,戊子,乙卯,,否,是,
2025-12-13,2025,12,13,中旬,50,周六,2025,10,24,否,蛇,乙巳,戊子,丙辰,,是,否,
2025-12-14,2025,12,14,中旬,50,周日,2025,10,25,否,蛇,乙巳,戊子,丁巳,,是,否,
2025-12-15,2025,12,15,中旬,51,周一,2025,10,26,否,蛇,乙巳,戊子,戊午,,否,是,
2025-12-16,2025,12,16,中旬,51,周二,2025,10,27,否,蛇,乙巳,戊子,己未,,否,是,
2025-12-17,2025,12,17,中旬,51,周三,2025,10,28,否,蛇,乙巳,戊子,庚申,,否,是,
2025-12-18,2025,12,18,中旬,51,周四,2025,10,29,否,蛇,乙巳,戊子,辛酉,,否,是,
2025-12-19,2025,12,19,中旬,51,周五,2025,10,30,否,蛇,乙巳,戊子,壬戌,,否,是,
2025-12-20,2025,12,20,中旬,51,周六,2025,11,1,否,蛇,乙巳,戊子,癸亥,,是,否,
2025-12-21,2025,12,21,下旬,51,周日,2025,11,2,否,蛇,乙巳,戊子,甲子,冬至,是,否,
2025-12-22,2025,12,22,下旬,52,周一,2025,11,3,否,蛇,乙巳,戊子,乙丑,,否,是,
2025-12-23,2025,12,23,下旬,52,周二,2025,11,4,否,蛇,乙巳,戊子,丙寅,,否,是,
2025-12-24,2025,12,24,下旬,52,周三,2025,11,5,否,蛇,乙巳,戊子,丁卯,,否,是,
2025-12-25,2025,12,25,下旬,52,周四,2025,11,6,否,蛇,乙巳,戊子,戊辰,,否,是,
2025-12-26,2025,12,26,下旬,52,周五,2025,11,7,否,蛇,乙巳,戊子,己巳,,否,是,
2025-12-27,2025,12,27,下旬,52,周六,2025,11,8,否,蛇,乙巳,戊子,庚午,,是,否,
2025-12-28,2025,12,28,下旬,52,周日,2025,11,9,否,蛇,乙巳,戊子,辛未,,是,否,
2025-12-29,2025,12,29,下旬,1,周一,2025,11,10,否,蛇,乙巳,戊子,壬申,,否,是,
2025-12-30,2025,12,30,下旬,1,周二,2025,11,11,否,蛇,乙巳,戊子,癸酉,,否,是,
2025-12-31,2025,12,31,下旬,1,周三,2025,11,12,否,蛇,乙巳,戊子,甲戌,,否,是,
